respondent_id,age_band,children_u16,work_hours_band,wt_final,att_plan_ahead_5,att_spontaneous_5,att_budget_worry_5,att_price_tradeoffs_5,att_time_short_5,att_decision_fatigue_5,att_waste_concern_5,att_waste_difficult_5,att_digital_help_5,need_budget,need_effort,need_waste,meal_plan_days_7d,unplanned_topups_7d,waste_days_7d,over_budget_4w,planning_tool_28d,tool_satisfaction_5,shared_list_use_28d,support_budget,support_quick_meals,support_use_up,support_shared_plan,barrier_setup_time,barrier_rigid,barrier_cost,barrier_privacy,needs_block_status,barriers_block_status
SBT004_001317,2,1,2,0.6,1,5,3,3,5,5,3,4,5,0,1,0,1,3,1,1,1,5.0,0.0,1,1,0,1,0,1,1,1,1,1
SBT004_001318,2,1,2,0.6,2,4,4,3,2,4,5,4,5,0,0,1,5,3,1,1,2,5.0,1.0,1,0,1,1,0,0,1,1,1,1
SBT004_001319,2,1,2,0.6,4,3,4,3,5,4,4,5,5,0,1,1,3,2,3,1,0,,,1,0,1,1,1,1,1,1,1,1
SBT004_001320,1,0,2,1.6,1,4,1,1,4,3,5,4,5,0,0,1,4,2,0,1,0,,,1,0,1,0,1,1,0,1,1,1
SBT004_001321,4,0,0,1.04545454545455,2,4,2,2,2,2,2,5,1,0,0,0,5,1,1,0,0,,,0,1,1,0,1,1,0,0,1,1
SBT004_001322,1,1,2,0.4,4,1,3,3,5,5,5,4,5,0,1,1,4,1,1,1,0,,,1,0,1,0,1,1,0,0,1,1
SBT004_001323,2,1,1,0.6,4,1,4,2,5,3,4,5,5,0,0,1,6,1,2,1,0,,,1,1,0,1,0,0,0,0,1,1
SBT004_001324,4,0,0,1.04545454545455,3,3,4,2,4,4,4,1,5,0,1,0,5,2,2,0,2,5.0,1.0,1,0,0,0,1,0,1,0,1,1
SBT004_001325,2,1,2,0.6,1,3,3,4,5,5,5,98,3,0,1,99,4,4,7,0,2,4.0,1.0,0,1,0,1,1,1,1,0,1,1
SBT004_001326,4,0,0,1.04545454545455,4,2,3,4,1,1,3,1,1,0,0,0,5,0,0,0,0,,,1,1,0,0,0,0,0,1,1,1
SBT004_001327,1,1,1,0.4,2,5,3,3,5,2,4,4,5,0,0,1,2,4,2,0,0,,,1,1,0,0,0,0,1,1,1,1
SBT004_001328,1,0,2,1.6,3,3,2,2,5,5,2,4,5,0,1,0,5,2,5,98,0,,,1,0,1,0,1,1,1,0,1,1
SBT004_001329,1,0,2,1.6,4,4,4,4,1,4,3,3,5,1,0,0,6,0,0,97,0,,,1,0,1,1,0,0,1,0,1,1
SBT004_001330,1,0,0,1.6,2,4,1,3,3,3,1,4,4,0,0,0,3,0,0,0,2,97.0,0.0,0,1,0,0,1,1,1,0,1,1
SBT004_001331,4,0,1,1.04545454545455,2,2,2,4,3,3,3,4,1,0,0,0,7,0,2,1,0,,,1,1,1,0,0,0,0,1,1,1
SBT004_001332,1,1,2,0.4,3,4,5,5,2,4,5,3,2,1,0,0,5,3,0,1,0,,,1,1,1,0,0,0,1,0,1,1
SBT004_001333,1,1,2,0.4,3,4,3,4,5,5,3,5,2,0,1,0,5,2,1,0,2,3.0,1.0,1,1,1,0,1,1,1,1,1,1
SBT004_001334,3,1,0,0.666666666666667,5,1,5,5,5,5,4,3,3,1,1,0,5,1,0,1,0,,,1,1,1,1,1,1,0,1,1,1
SBT004_001335,2,1,1,0.6,3,2,1,2,1,3,5,3,1,0,0,0,6,0,0,0,0,,,0,0,1,0,1,0,1,0,1,1
SBT004_001336,1,1,0,0.4,3,3,5,4,3,3,3,4,5,1,0,0,4,0,0,97,2,5.0,1.0,0,1,1,1,0,1,1,0,1,1
SBT004_001337,2,1,2,0.6,3,3,5,3,4,5,4,3,5,0,1,0,4,2,2,1,0,,,97,97,97,97,1,0,1,0,97,1
SBT004_001338,4,0,0,1.04545454545455,2,4,1,1,3,3,3,3,4,0,0,0,3,2,1,1,0,,,0,0,0,0,0,0,0,0,1,1
SBT004_001339,2,1,2,0.6,2,4,5,97,5,5,2,4,2,99,1,0,3,4,3,1,2,3.0,1.0,1,1,1,0,1,0,1,0,1,1
SBT004_001340,2,1,2,0.6,1,5,5,3,2,3,4,4,1,0,0,1,3,3,1,1,0,,,0,1,0,1,0,1,1,0,1,1
SBT004_001341,2,1,0,0.6,2,4,5,4,2,2,3,5,1,1,0,0,5,3,0,1,0,,,1,0,0,0,1,0,1,0,1,1
SBT004_001342,1,0,2,1.6,5,2,3,4,2,4,5,5,1,0,0,1,98,1,1,1,0,,,1,1,1,0,0,0,0,0,1,1
SBT004_001343,4,0,0,1.04545454545455,3,3,2,2,4,3,2,3,4,0,0,0,5,0,2,1,1,5.0,1.0,1,0,1,0,0,1,0,1,1,1
SBT004_001344,1,0,1,1.6,3,1,5,5,3,3,5,2,2,1,0,0,6,0,1,1,0,,,1,0,1,1,0,0,1,1,1,1
SBT004_001345,2,1,2,0.6,3,3,1,1,2,5,5,4,1,0,0,1,5,3,1,0,1,4.0,1.0,0,0,0,1,0,1,0,1,1,1
SBT004_001346,3,0,2,2.0,2,5,1,1,2,4,5,5,5,0,0,1,97,3,4,0,1,5.0,1.0,0,0,1,1,1,1,0,0,1,1
SBT004_001347,2,1,2,0.6,4,1,1,3,4,3,5,4,2,0,0,1,5,0,1,0,0,,,1,0,1,1,1,1,1,0,1,1
SBT004_001348,2,1,1,0.6,4,3,3,3,5,5,4,2,1,0,1,0,7,1,3,1,0,,,0,0,0,1,1,0,1,0,1,1
SBT004_001349,2,1,2,0.6,3,4,4,5,4,3,5,3,5,1,0,0,2,5,1,1,1,3.0,0.0,0,1,1,0,1,1,1,1,1,1
SBT004_001350,4,0,0,1.04545454545455,4,1,5,3,5,5,3,5,97,0,1,0,4,3,1,0,97,,,0,1,0,1,1,1,1,1,1,1
SBT004_001351,4,0,0,1.04545454545455,4,2,1,1,4,4,4,2,1,0,1,0,6,1,0,0,0,,,0,1,1,1,0,0,0,0,1,1
SBT004_001352,2,1,0,0.6,2,3,4,3,5,4,5,4,2,0,1,1,4,1,1,1,2,3.0,0.0,1,0,0,0,1,1,1,1,1,1
SBT004_001353,4,0,2,1.04545454545455,2,4,2,4,4,5,3,3,1,0,1,0,4,97,1,0,0,,,1,1,0,1,1,1,1,1,1,1
SBT004_001354,2,1,1,0.6,3,4,5,5,4,5,4,5,5,1,1,1,5,0,3,0,2,3.0,98.0,1,1,1,1,1,1,1,1,1,1
SBT004_001355,1,0,2,1.6,3,3,1,1,4,3,4,3,1,0,0,0,5,1,0,0,1,4.0,0.0,0,1,1,0,1,0,0,0,1,1
SBT004_001356,3,0,2,2.0,4,2,1,3,4,2,3,98,1,0,0,99,7,2,2,0,0,,,0,1,0,0,0,0,0,1,1,1
SBT004_001357,2,1,1,0.6,4,3,4,5,5,3,5,5,2,1,0,1,6,2,4,1,0,,,0,1,1,1,1,1,0,1,1,1
SBT004_001358,2,0,1,1.5,2,4,4,4,4,2,5,5,2,1,0,1,6,1,3,1,0,,,0,1,1,0,0,1,0,1,1,1
SBT004_001359,4,0,0,1.04545454545455,3,1,4,3,1,1,3,1,1,0,0,0,7,0,0,1,2,5.0,0.0,1,0,0,0,1,0,1,0,1,1
SBT004_001360,3,0,0,2.0,4,1,97,3,1,2,5,1,1,99,0,0,6,0,1,1,0,,,0,0,0,0,0,1,1,0,1,1
SBT004_001361,4,0,0,1.04545454545455,3,4,1,2,3,4,3,5,5,0,0,0,1,0,3,0,1,4.0,1.0,1,0,1,0,0,1,1,1,1,1
SBT004_001362,2,1,2,0.6,3,4,5,5,5,5,5,5,2,1,1,1,3,2,1,1,2,4.0,0.0,1,1,1,1,0,0,1,0,1,1
SBT004_001363,2,1,2,0.6,1,4,3,2,5,5,5,5,5,0,1,1,4,3,5,0,0,,,0,1,1,1,0,0,1,0,1,1
SBT004_001364,4,0,0,1.04545454545455,5,2,4,3,1,3,4,2,2,0,0,0,6,1,0,0,0,,,1,1,1,1,1,0,1,1,1,1
SBT004_001365,1,1,2,0.4,1,3,5,3,5,5,3,4,5,0,1,0,0,3,2,0,1,5.0,1.0,1,0,1,0,1,1,0,0,1,1
SBT004_001366,2,1,2,0.6,3,3,4,5,5,4,5,4,1,1,1,1,4,3,1,1,0,,,1,1,1,1,1,0,0,1,1,1
SBT004_001367,2,0,2,1.5,97,4,2,2,3,4,2,4,2,0,0,0,2,3,3,1,0,,,0,1,1,1,1,1,1,1,1,1
SBT004_001368,3,0,2,2.0,2,4,3,5,1,1,4,1,5,0,0,0,4,1,1,0,0,,,0,0,1,1,0,0,0,0,1,1
SBT004_001369,2,1,1,0.6,4,3,5,5,5,5,3,5,5,1,1,0,3,2,2,1,0,,,1,1,0,1,0,0,1,0,1,1
SBT004_001370,2,1,1,0.6,3,3,5,4,4,5,4,3,5,1,1,0,97,3,3,1,2,5.0,1.0,1,0,0,1,0,1,1,1,1,1
SBT004_001371,4,0,0,1.04545454545455,4,2,4,3,1,1,4,2,5,0,0,0,6,1,0,0,2,3.0,1.0,1,0,1,1,0,0,1,0,1,1
SBT004_001372,2,1,0,0.6,5,2,5,4,4,5,3,4,5,1,1,0,5,0,0,1,0,,,1,1,0,1,1,1,0,1,1,1
SBT004_001373,3,0,1,2.0,5,1,3,4,2,3,3,2,1,0,0,0,5,0,0,97,2,5.0,1.0,1,1,1,1,97,97,97,97,1,97
SBT004_001374,2,1,2,0.6,4,2,2,4,4,4,4,1,1,0,1,0,5,1,0,0,0,,,1,1,1,1,0,1,0,1,1,1
SBT004_001375,2,0,0,1.5,3,4,5,5,5,5,5,4,1,1,1,1,2,3,0,1,98,,,97,97,97,97,1,1,1,0,97,1
SBT004_001376,1,0,0,1.6,1,5,2,1,4,5,4,4,1,0,1,1,1,0,4,1,0,,,0,1,1,1,1,1,0,1,1,1
SBT004_001377,1,1,2,0.4,3,5,4,4,4,4,5,4,1,1,1,1,1,2,1,1,0,,,1,1,0,1,0,1,1,0,1,1
SBT004_001378,2,1,2,0.6,2,5,5,2,5,5,4,5,5,0,1,1,3,2,7,0,1,3.0,1.0,1,0,1,1,1,1,1,1,1,1
SBT004_001379,2,0,1,1.5,3,4,2,2,1,1,3,2,1,0,0,0,7,1,1,0,2,5.0,1.0,0,1,0,0,0,0,0,1,1,1
SBT004_001380,2,1,1,0.6,3,3,5,5,5,5,5,5,5,1,1,1,4,5,5,97,0,,,1,1,1,0,1,0,0,1,1,1
SBT004_001381,1,1,2,0.4,5,2,97,4,3,2,98,3,5,99,0,99,6,3,0,1,1,5.0,0.0,0,0,1,1,1,0,1,1,1,1
SBT004_001382,2,1,2,0.6,1,5,3,1,5,5,5,5,5,0,1,1,0,4,4,97,0,,,0,1,0,0,1,1,0,0,1,1
SBT004_001383,2,1,1,0.6,2,2,5,2,4,3,4,4,1,0,0,1,5,4,1,0,97,,,1,1,1,0,1,0,0,1,1,1
SBT004_001384,1,0,0,1.6,3,1,4,4,5,5,4,1,4,1,1,0,4,1,0,1,0,,,1,1,1,0,0,0,1,1,1,1
SBT004_001385,2,1,2,0.6,2,3,4,5,2,2,5,3,2,1,0,0,3,4,1,1,0,,,1,0,1,0,1,1,1,0,1,1
SBT004_001386,2,1,2,0.6,5,1,5,5,4,5,4,3,5,1,1,0,6,1,1,1,2,5.0,1.0,1,1,1,1,0,0,1,0,1,1
SBT004_001387,1,0,2,1.6,1,5,3,4,4,2,3,3,5,0,0,0,2,1,1,1,0,,,1,1,1,1,1,1,1,0,1,1
SBT004_001388,1,0,0,1.6,2,4,5,5,5,5,5,4,1,1,1,1,4,2,2,1,0,,,1,1,0,1,0,0,1,0,1,1
SBT004_001389,1,0,1,1.6,4,2,4,3,5,5,2,4,5,0,1,0,4,1,1,0,0,,,1,1,0,1,0,0,0,0,1,1
SBT004_001390,4,0,0,1.04545454545455,4,4,3,5,4,1,97,2,5,0,0,99,4,97,0,1,98,,,1,1,1,1,1,1,0,1,1,1
SBT004_001391,4,0,0,1.04545454545455,3,4,3,4,5,5,4,5,1,0,1,1,3,2,2,0,0,,,1,1,1,1,1,1,0,1,1,1
SBT004_001392,2,0,2,1.5,3,3,97,3,1,3,1,3,5,99,0,0,6,0,0,0,2,5.0,0.0,0,0,0,0,1,1,0,0,1,1
SBT004_001393,4,1,0,0.5,3,1,4,3,3,1,4,1,1,0,0,0,6,0,0,0,1,5.0,1.0,0,1,1,1,1,1,1,1,1,1
SBT004_001394,2,1,2,0.6,4,2,97,4,4,5,4,4,2,99,1,1,5,0,2,0,2,2.0,0.0,0,0,0,1,1,0,0,0,1,1
SBT004_001395,3,0,0,2.0,4,2,1,1,1,3,5,4,2,0,0,1,7,1,2,0,0,,,0,1,1,0,0,1,0,1,1,1
SBT004_001396,4,1,0,0.5,1,4,2,2,4,3,5,3,1,0,0,0,5,97,0,0,0,,,0,1,0,1,97,97,97,97,1,97
SBT004_001397,2,0,0,1.5,98,3,2,2,1,1,4,98,1,0,0,99,6,0,0,0,0,,,0,0,0,1,0,1,0,1,1,1
SBT004_001398,1,1,2,0.4,2,4,2,2,3,3,3,2,1,0,0,0,5,1,0,0,0,,,0,1,0,1,1,0,1,1,1,1
SBT004_001399,1,1,2,0.4,2,3,5,4,5,5,5,5,1,1,1,1,97,4,2,1,0,,,1,0,1,1,1,1,1,1,1,1
SBT004_001400,2,1,2,0.6,3,3,3,2,3,3,4,1,1,0,0,0,3,2,1,0,3,5.0,1.0,0,1,0,0,1,0,0,1,1,1
SBT004_001401,2,1,2,0.6,2,4,5,5,5,4,4,4,2,1,1,1,3,2,3,1,0,,,97,97,97,97,1,1,1,0,97,1
SBT004_001402,4,0,0,1.04545454545455,2,5,2,2,4,5,3,2,1,0,1,0,4,1,0,0,0,,,1,1,1,1,1,1,1,1,1,1
SBT004_001403,1,1,1,0.4,1,5,4,2,5,3,4,5,5,0,0,1,1,4,5,1,0,,,1,1,1,0,1,1,1,1,1,1
SBT004_001404,1,1,1,0.4,1,4,97,5,4,4,2,97,5,99,1,99,4,1,0,1,2,4.0,1.0,1,0,1,1,0,0,1,0,1,1
SBT004_001405,4,0,0,1.04545454545455,2,4,1,1,5,3,3,5,5,0,0,0,4,2,2,0,3,5.0,0.0,1,1,0,0,97,97,97,97,1,97
SBT004_001406,1,0,0,1.6,4,2,3,3,3,3,4,4,5,0,0,1,4,2,1,1,2,5.0,1.0,0,0,0,0,1,0,1,1,1,1
SBT004_001407,2,1,1,0.6,4,3,2,1,1,3,3,1,1,0,0,0,4,0,0,0,0,,,0,0,1,1,97,97,97,97,1,97
SBT004_001408,4,0,0,1.04545454545455,5,1,1,1,2,2,4,3,5,0,0,0,7,0,0,0,2,5.0,1.0,0,0,0,1,0,0,1,0,1,1
SBT004_001409,4,0,1,1.04545454545455,2,3,4,4,97,3,5,4,5,1,99,1,5,1,2,0,0,,,0,1,0,1,1,1,0,1,1,1
SBT004_001410,3,1,2,0.666666666666667,2,5,2,2,2,3,3,2,1,0,0,0,5,2,1,0,0,,,0,1,0,0,0,0,0,0,1,1
SBT004_001411,2,1,1,0.6,3,5,3,3,5,5,4,4,5,0,1,1,4,97,4,1,0,,,0,1,1,0,0,1,0,0,1,1
SBT004_001412,1,1,0,0.4,97,4,5,2,5,3,5,5,4,0,0,1,5,2,1,0,2,3.0,1.0,1,1,1,1,1,1,1,1,1,1
SBT004_001413,1,1,0,0.4,1,4,5,5,3,2,2,2,2,1,0,0,7,1,1,97,0,,,1,1,0,1,1,1,1,0,1,1
SBT004_001414,4,0,0,1.04545454545455,2,4,5,5,2,2,5,2,2,1,0,0,5,0,1,97,0,,,0,0,1,0,0,1,0,0,1,1
SBT004_001415,1,0,2,1.6,3,3,4,3,2,1,5,3,1,0,0,0,6,0,0,0,0,,,0,0,1,1,0,0,0,0,1,1
SBT004_001416,2,1,2,0.6,2,4,4,5,5,5,4,5,3,1,1,1,3,5,2,1,97,,,1,1,1,1,0,1,1,1,1,1
SBT004_001417,2,1,1,0.6,4,3,4,3,5,4,3,2,1,0,1,0,6,1,1,0,0,,,1,1,1,0,0,1,0,1,1,1
SBT004_001418,3,0,2,2.0,2,5,5,3,5,5,4,1,5,0,1,0,1,3,2,0,2,4.0,0.0,1,1,0,0,1,1,1,1,1,1
SBT004_001419,4,0,2,1.04545454545455,3,3,3,2,4,2,2,3,5,0,0,0,3,2,1,0,1,5.0,0.0,1,1,0,1,0,0,1,0,1,1
SBT004_001420,3,0,2,2.0,1,3,3,2,4,5,4,5,5,0,1,1,4,4,5,1,1,5.0,1.0,0,0,1,0,1,0,0,0,1,1
SBT004_001421,1,1,2,0.4,5,1,3,3,2,1,4,4,5,0,0,1,6,3,1,97,0,,,0,1,0,1,0,1,0,1,1,1
SBT004_001422,1,1,2,0.4,1,4,2,3,4,2,4,4,1,0,0,1,97,1,2,0,0,,,0,1,1,1,1,1,0,1,1,1
SBT004_001423,3,0,2,2.0,4,1,1,1,2,2,2,2,5,0,0,0,5,1,1,0,1,5.0,0.0,0,1,1,1,0,0,0,0,1,1
SBT004_001424,2,1,2,0.6,2,4,3,2,4,4,5,5,5,0,1,1,4,4,1,0,3,5.0,1.0,1,1,1,1,0,0,0,0,1,1
SBT004_001425,1,0,2,1.6,2,5,4,3,97,3,4,5,5,0,99,1,5,4,4,97,0,,,1,1,1,0,0,1,0,0,1,1
SBT004_001426,3,0,2,2.0,2,2,4,3,4,5,4,98,5,0,1,99,4,1,0,0,0,,,1,1,0,0,1,1,0,1,1,1
SBT004_001427,2,0,2,1.5,3,3,4,3,2,3,4,3,4,0,0,0,6,0,0,0,1,5.0,0.0,1,0,0,1,1,0,0,1,1,1
SBT004_001428,4,0,2,1.04545454545455,4,3,2,2,2,1,1,1,1,0,0,0,7,1,0,1,0,,,0,0,0,0,1,1,1,1,1,1
SBT004_001429,2,1,1,0.6,3,2,3,2,3,4,4,2,2,0,0,0,4,2,1,0,0,,,0,1,1,1,0,0,1,1,1,1
SBT004_001430,4,0,0,1.04545454545455,3,5,2,2,97,4,5,3,4,0,99,0,5,2,1,0,0,,,0,1,0,0,1,1,0,1,1,1
SBT004_001431,4,0,0,1.04545454545455,3,3,5,4,4,4,5,4,1,1,1,1,5,3,2,0,0,,,1,0,1,0,0,0,0,0,1,1
SBT004_001432,1,1,2,0.4,1,5,5,4,5,5,5,5,5,1,1,1,1,5,3,1,1,5.0,0.0,1,1,1,1,1,1,1,0,1,1
SBT004_001433,4,0,1,1.04545454545455,4,2,3,4,5,5,3,2,2,0,1,0,6,2,0,0,0,,,0,1,0,1,0,0,0,1,1,1
SBT004_001434,4,0,0,1.04545454545455,4,2,5,5,1,1,5,3,1,1,0,0,7,2,1,1,1,5.0,1.0,1,1,0,1,1,0,0,1,1,1
SBT004_001435,1,0,0,1.6,2,2,4,3,1,2,5,3,1,0,0,0,7,97,0,0,2,5.0,0.0,0,0,0,0,1,0,0,1,1,1
SBT004_001436,2,0,2,1.5,4,1,2,3,3,4,3,3,5,0,0,0,97,0,1,0,1,4.0,0.0,0,1,1,0,1,1,0,1,1,1
SBT004_001437,1,1,2,0.4,5,1,2,2,4,4,5,1,1,0,1,0,5,2,1,1,1,2.0,1.0,0,0,0,0,1,0,0,1,1,1
SBT004_001438,2,1,2,0.6,98,4,4,3,5,5,4,5,5,0,1,1,2,3,4,1,0,,,1,1,1,0,1,1,0,0,1,1
SBT004_001439,1,1,2,0.4,1,3,3,2,4,4,5,4,3,0,1,1,3,2,2,0,0,,,1,1,1,1,1,0,1,0,1,1
SBT004_001440,1,1,0,0.4,1,4,5,4,5,5,3,5,3,1,1,0,1,3,5,0,0,,,1,1,1,1,1,1,0,0,1,1
SBT004_001441,2,0,0,1.5,2,5,4,3,3,3,3,1,2,0,0,0,5,1,0,1,0,,,0,1,0,1,97,97,97,97,1,97
SBT004_001442,1,1,2,0.4,2,4,3,4,3,4,4,4,4,0,0,1,2,3,2,1,1,5.0,1.0,0,0,1,1,0,1,0,1,1,1
SBT004_001443,1,1,0,0.4,4,2,4,4,5,4,3,2,5,1,1,0,7,1,1,1,1,3.0,1.0,1,1,1,1,1,0,1,1,1,1
SBT004_001444,2,0,2,1.5,5,1,3,2,3,3,4,3,1,0,0,0,7,0,0,0,0,,,0,0,0,0,0,1,0,0,1,1
SBT004_001445,1,1,0,0.4,5,2,2,2,1,1,5,3,5,0,0,0,6,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1
SBT004_001446,1,0,2,1.6,97,2,3,3,2,2,4,2,1,0,0,0,2,2,0,0,0,,,1,1,1,0,0,1,0,1,1,1
SBT004_001447,3,0,2,2.0,5,2,98,3,4,5,4,5,1,99,1,1,6,97,1,1,1,5.0,1.0,0,1,1,0,1,1,1,0,1,1
SBT004_001448,2,1,1,0.6,5,1,3,3,2,2,4,2,5,0,0,0,6,0,0,0,2,5.0,1.0,0,0,1,1,97,97,97,97,1,97
SBT004_001449,3,0,2,2.0,5,1,1,2,3,3,3,4,3,0,0,0,6,0,0,0,0,,,0,0,0,0,1,0,1,1,1,1
SBT004_001450,2,1,2,0.6,5,1,1,1,3,2,4,4,3,0,0,1,5,2,0,0,0,,,0,1,1,1,0,1,0,1,1,1
SBT004_001451,3,1,2,0.666666666666667,2,4,4,3,5,5,5,5,5,0,1,1,1,5,3,0,1,2.0,0.0,1,1,0,1,1,0,1,1,1,1
SBT004_001452,2,1,2,0.6,98,4,3,3,3,4,5,4,1,0,0,1,5,2,3,0,0,,,0,1,1,0,0,0,0,1,1,1
SBT004_001453,2,1,1,0.6,4,3,97,3,5,5,2,5,5,99,1,0,4,3,3,0,0,,,0,1,1,1,1,0,1,0,1,1
SBT004_001454,2,1,0,0.6,4,2,3,1,3,4,3,2,1,0,0,0,4,1,1,0,0,,,98,98,98,98,1,0,1,0,98,1
SBT004_001455,2,0,2,1.5,1,4,3,5,5,5,3,5,5,0,1,0,2,4,97,1,0,,,1,1,1,0,1,1,1,1,1,1
SBT004_001456,3,1,0,0.666666666666667,1,3,5,4,1,2,3,3,1,1,0,0,3,4,0,1,0,,,1,0,1,1,1,0,1,1,1,1
SBT004_001457,1,1,1,0.4,5,1,4,2,3,3,5,1,4,0,0,0,7,1,0,0,2,5.0,0.0,0,0,0,1,0,0,0,1,1,1
SBT004_001458,4,0,0,1.04545454545455,5,1,3,3,3,1,5,2,4,0,0,0,5,0,0,0,0,,,0,0,0,0,0,0,1,1,1,1
SBT004_001459,2,1,1,0.6,1,5,3,3,3,5,5,5,5,0,0,1,2,2,2,0,0,,,0,1,0,1,0,1,1,0,1,1
SBT004_001460,1,0,0,1.6,2,3,5,5,5,4,5,1,2,1,1,0,7,2,0,1,1,4.0,1.0,1,0,1,0,1,1,1,1,1,1
SBT004_001461,1,0,1,1.6,4,1,4,3,5,3,3,1,3,0,0,0,5,0,0,1,0,,,1,0,0,0,0,1,1,1,1,1
SBT004_001462,2,1,1,0.6,3,97,2,1,5,5,3,4,5,0,1,0,3,1,4,0,3,4.0,0.0,0,1,0,0,1,1,0,1,1,1
SBT004_001463,3,0,0,2.0,4,4,4,4,3,3,4,4,1,1,0,1,4,2,0,1,1,3.0,0.0,1,1,1,1,0,1,1,1,1,1
SBT004_001464,3,1,2,0.666666666666667,4,4,5,5,5,5,4,4,2,1,1,1,4,1,4,1,2,1.0,1.0,0,0,1,1,98,98,98,98,1,98
SBT004_001465,2,1,2,0.6,4,3,4,4,3,5,98,4,5,1,0,99,2,2,1,1,0,,,1,1,1,1,1,0,1,1,1,1
SBT004_001466,4,0,0,1.04545454545455,4,1,4,3,1,2,3,2,5,0,0,0,6,1,0,0,0,,,0,0,1,0,1,1,1,0,1,1
SBT004_001467,2,0,0,1.5,5,5,1,98,1,1,2,4,1,99,0,0,98,0,0,0,3,5.0,1.0,0,0,0,1,1,0,1,0,1,1
SBT004_001468,4,0,0,1.04545454545455,3,2,3,2,1,2,3,2,1,0,0,0,5,0,1,0,2,5.0,0.0,0,0,0,0,0,0,0,0,1,1
SBT004_001469,4,0,0,1.04545454545455,5,1,2,1,1,1,5,1,1,0,0,0,7,0,0,0,0,,,0,0,0,0,0,1,0,1,1,1
SBT004_001470,1,0,2,1.6,1,5,97,4,5,3,4,5,3,99,0,1,1,5,4,0,0,,,1,1,1,0,1,1,1,1,1,1
SBT004_001471,2,0,2,1.5,1,5,1,1,3,3,4,4,5,0,0,1,3,0,0,0,0,,,0,0,0,1,1,1,0,1,1,1
SBT004_001472,1,0,2,1.6,97,3,3,2,5,98,2,3,2,0,99,0,7,0,1,1,0,,,1,0,0,1,0,0,1,1,1,1
SBT004_001473,4,0,2,1.04545454545455,3,3,4,3,3,5,4,5,3,0,0,1,4,0,0,0,0,,,1,1,1,1,1,1,0,1,1,1
SBT004_001474,2,0,2,1.5,1,5,1,2,5,5,3,5,5,0,1,0,5,4,3,0,0,,,1,1,1,0,97,97,97,97,1,97
SBT004_001475,3,0,2,2.0,3,3,1,2,4,5,4,3,2,0,1,0,4,0,1,0,0,,,0,1,0,1,1,0,0,0,1,1
SBT004_001476,1,1,2,0.4,4,4,2,4,4,2,3,3,1,0,0,0,5,3,1,1,1,3.0,1.0,0,0,1,0,1,0,1,1,1,1
SBT004_001477,1,1,0,0.4,3,3,5,5,4,4,3,5,5,1,1,0,6,0,3,0,1,4.0,1.0,1,0,1,1,0,1,1,0,1,1
SBT004_001478,4,0,2,1.04545454545455,3,97,4,2,3,3,3,1,1,0,0,0,4,97,1,0,0,,,0,1,0,0,1,0,0,0,1,1
SBT004_001479,1,0,1,1.6,4,1,1,1,1,1,3,4,3,0,0,0,6,0,0,0,1,5.0,1.0,0,0,1,1,0,0,0,0,1,1
SBT004_001480,3,0,2,2.0,2,2,3,4,1,1,4,2,5,0,0,0,7,0,0,1,1,5.0,97.0,1,0,0,1,0,0,0,0,1,1
SBT004_001481,1,1,2,0.4,4,1,3,1,4,3,3,3,5,0,0,0,6,1,0,0,0,,,1,1,1,0,0,0,1,0,1,1
SBT004_001482,3,0,1,2.0,2,3,5,4,3,2,5,97,5,1,0,99,4,1,1,1,2,5.0,1.0,0,0,1,1,0,1,1,0,1,1
SBT004_001483,2,0,2,1.5,1,4,5,5,5,4,4,5,3,1,1,1,3,4,4,0,2,2.0,0.0,1,1,1,0,0,1,0,0,1,1
SBT004_001484,3,0,2,2.0,2,3,2,2,5,5,4,4,4,0,1,1,3,2,0,0,0,,,1,0,1,0,0,1,0,0,1,1
SBT004_001485,4,0,0,1.04545454545455,4,2,1,1,2,2,4,3,5,0,0,0,6,0,0,1,3,5.0,0.0,1,0,0,0,1,1,0,0,1,1
SBT004_001486,2,1,2,0.6,4,1,5,5,5,98,97,2,1,1,99,99,6,1,97,1,0,,,1,1,1,1,1,0,1,1,1,1
SBT004_001487,1,0,2,1.6,3,4,5,3,3,3,4,3,4,0,0,0,6,1,2,0,1,5.0,1.0,1,1,1,0,0,0,1,0,1,1
SBT004_001488,4,0,0,1.04545454545455,3,2,1,2,4,4,4,4,2,0,1,1,3,2,2,0,0,,,0,0,1,0,1,0,0,1,1,1
SBT004_001489,2,0,2,1.5,1,4,3,2,4,3,3,5,4,0,0,0,5,2,0,97,0,,,1,1,1,0,1,0,0,1,1,1
SBT004_001490,2,1,1,0.6,2,4,1,1,2,4,5,1,1,0,0,0,3,1,97,0,0,,,0,0,0,1,0,0,0,0,1,1
SBT004_001491,2,0,1,1.5,3,4,97,4,5,5,2,3,3,99,1,0,3,1,0,0,0,,,97,97,97,97,1,0,0,0,97,1
SBT004_001492,4,0,1,1.04545454545455,4,2,3,2,4,3,4,3,1,0,0,0,97,2,1,0,2,5.0,97.0,0,1,1,0,1,0,0,0,1,1
SBT004_001493,2,1,2,0.6,4,4,2,1,5,5,3,5,5,0,1,0,1,97,2,0,0,,,0,1,1,1,0,0,1,0,1,1
