respondent_id,age_band,children_under18,work_pattern,online_grocery_pre,digital_confidence_pre,budget_pressure_pre,mealplan_days_pre,assignment,weight_base,followup_status,followup_attempts,receipt_log,receipt_count,recall_post,awareness_pre,awareness_post,consideration_pre,consideration_post,usage_pre,usage_post,meal_stress_pre,meal_stress_post,campaign_clear_post,campaign_relevant_post,campaign_trust_post,campaign_channel_post,info_search_post,usage_days_post,satisfaction_post,planning_confidence_post
SBT005_1466,2,0,1,1,4,4,4,1,0.6801943153,1,2,1,4,0,1,98,4,5,1,1,4,4,,,,,0,6,4,4
SBT005_1467,1,1,1,1,3,2,2,1,0.6557362064,1,2,0,0,0,0,0,1,1,0,0,4,3,,,,,99,,,3
SBT005_1468,2,1,1,1,3,1,2,0,0.6801943153,1,1,0,0,0,0,1,2,3,0,0,1,2,,,,,0,,,4
SBT005_1469,1,0,1,1,5,4,2,1,0.6557362064,1,2,1,4,1,1,1,3,3,0,0,3,4,3,4,4,1,0,,,3
SBT005_1470,4,0,3,1,3,97,3,0,1.0474992456,1,1,0,0,0,0,0,1,1,0,0,3,3,,,,,1,,,3
SBT005_1471,4,0,3,0,2,3,1,0,1.9875626711,0,4,0,0,,1,,4,,0,,4,,,,,,,,,
SBT005_1472,1,1,1,1,4,3,4,0,0.6557362064,1,1,0,0,0,0,0,1,2,0,0,2,3,,,,,0,,,4
SBT005_1473,2,1,1,1,4,5,1,1,0.6801943153,1,2,1,1,0,0,0,4,4,0,0,5,5,,,,,1,,,2
SBT005_1474,2,1,1,1,5,3,2,1,0.6801943153,1,3,0,0,0,1,1,3,4,0,0,2,5,,,,,0,,,2
SBT005_1475,2,1,1,1,4,5,4,0,0.6801943153,1,1,0,0,0,1,1,4,4,0,0,5,4,,,,,97,,,5
SBT005_1476,2,1,1,1,3,3,2,0,0.6801943153,1,3,0,0,0,0,0,2,3,0,0,3,4,,,,,0,,,4
SBT005_1477,3,0,1,0,2,1,3,0,1.6623641428,1,3,0,0,0,0,0,1,1,0,0,1,1,,,,,0,,,3
SBT005_1478,2,1,2,1,4,4,1,1,0.6801943153,1,2,1,2,1,1,1,4,5,0,0,4,5,4,4,3,1,0,,,2
SBT005_1479,2,1,2,0,2,4,1,0,1.2188097233,1,2,0,0,1,1,1,2,2,0,0,4,5,4,4,3,3,0,,,97
SBT005_1480,2,0,1,0,4,4,3,0,1.2188097233,0,4,0,0,,0,,4,,0,,4,,,,,,,,,
SBT005_1481,2,1,3,1,5,4,2,1,0.6801943153,1,2,1,1,1,1,1,3,3,1,1,4,5,4,3,5,1,0,3,3,5
SBT005_1482,4,0,3,0,1,2,0,1,1.9875626711,1,2,1,1,97,0,1,1,1,0,0,4,2,,,,,0,,,3
SBT005_1483,2,0,1,1,2,3,3,1,0.6801943153,0,4,0,0,,1,,2,,0,,3,,,,,,,,,
SBT005_1484,4,0,3,0,1,2,2,1,1.9875626711,1,2,0,0,0,0,0,1,1,0,0,2,2,,,,,0,,,2
SBT005_1485,2,1,1,1,4,5,3,0,0.6801943153,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_1486,2,1,1,0,1,4,1,1,1.2188097233,1,4,0,0,0,0,0,1,1,0,0,5,4,,,,,0,,,3
SBT005_1487,3,0,1,0,5,2,7,1,1.6623641428,1,3,1,2,0,0,0,5,5,0,0,2,1,,,,,1,,,4
SBT005_1488,1,0,3,1,4,4,6,0,0.6557362064,1,3,1,2,1,0,98,4,5,0,1,4,3,4,3,97,2,1,3,5,4
SBT005_1489,2,0,3,0,4,3,2,1,1.2188097233,1,1,1,3,1,0,0,2,1,0,0,2,2,4,3,2,2,0,,,3
SBT005_1490,4,0,3,0,1,4,0,1,1.9875626711,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_1491,2,1,2,1,5,4,1,1,0.6801943153,1,1,1,4,1,0,0,3,3,0,0,5,99,5,5,5,1,0,,,5
SBT005_1492,3,0,1,0,5,5,4,1,1.6623641428,1,2,1,2,1,1,1,4,4,0,0,3,4,5,5,5,1,0,,,5
SBT005_1493,1,1,1,1,4,5,6,1,0.6557362064,1,1,1,4,1,0,1,5,5,0,0,5,5,3,4,5,1,0,,,5
SBT005_1494,1,1,1,1,5,3,5,0,0.6557362064,1,1,0,0,0,97,0,3,4,0,0,2,3,,,,,0,,,3
SBT005_1495,4,0,3,0,2,3,3,1,1.9875626711,1,2,1,4,0,0,0,1,1,0,0,4,3,,,,,0,,,2
SBT005_1496,3,0,3,1,4,3,1,0,0.9404938575,1,1,1,2,1,1,1,4,97,0,1,4,4,4,97,5,2,0,4,5,4
SBT005_1497,1,0,1,0,2,2,99,1,1.1657532558,1,1,1,2,0,0,1,2,2,0,0,3,97,,,,,0,,,3
SBT005_1498,3,0,1,1,5,3,6,1,0.9404938575,0,4,1,3,,1,,5,,0,,3,,,,,,,,,
SBT005_1499,3,0,3,1,98,1,5,1,0.9404938575,0,4,1,2,,1,,5,,1,,1,,,,,,,,,
SBT005_1500,1,1,1,0,4,4,2,0,1.1657532558,0,4,0,0,,1,,3,,0,,4,,,,,,,,,
SBT005_1501,2,0,3,1,3,1,4,0,0.6801943153,1,3,0,0,97,1,1,4,5,0,0,2,1,,,,,0,,,3
SBT005_1502,2,0,1,1,4,3,2,1,0.6801943153,0,4,0,0,,1,,4,,1,,2,,,,,,,,,
SBT005_1503,1,0,1,1,4,3,97,0,0.6557362064,0,4,1,2,,0,,4,,0,,3,,,,,,,,,
SBT005_1504,3,1,1,0,5,5,2,1,1.6623641428,0,4,0,0,,0,,1,,0,,5,,,,,,,,,
SBT005_1505,3,1,2,1,4,3,4,0,0.9404938575,1,1,0,0,0,0,1,4,5,0,99,4,2,,,,,0,,,3
SBT005_1506,1,1,3,1,2,5,0,0,0.6557362064,1,1,0,0,0,0,0,99,4,0,0,5,97,,,,,0,,,1
SBT005_1507,3,0,2,0,1,1,4,0,1.6623641428,1,2,1,1,1,0,1,1,1,0,0,2,3,3,1,2,2,0,,,2
SBT005_1508,2,1,1,1,3,2,2,1,0.6801943153,1,3,1,3,0,0,0,3,3,0,0,2,3,,,,,0,,,4
SBT005_1509,4,0,3,0,1,4,2,0,1.9875626711,1,4,0,0,0,0,0,2,1,0,0,5,5,,,,,0,,,3
SBT005_1510,2,1,1,1,2,4,1,1,0.6801943153,0,4,1,1,,0,,2,,0,,4,,,,,,,,,
SBT005_1511,2,1,2,1,4,4,2,1,0.6801943153,1,1,1,2,0,1,1,2,1,0,0,3,5,,,,,0,,,4
SBT005_1512,1,0,1,1,4,1,5,1,0.6557362064,1,4,1,3,1,1,1,5,5,0,1,1,2,5,4,5,4,1,5,5,4
SBT005_1513,2,1,1,1,5,4,1,1,0.6801943153,1,4,1,4,1,97,1,2,3,0,1,3,3,4,5,97,1,0,5,4,5
SBT005_1514,2,1,1,1,5,5,4,1,0.6801943153,1,3,0,0,1,1,1,4,98,0,0,5,5,5,5,5,2,0,,,3
SBT005_1515,1,0,2,0,4,3,5,0,1.1657532558,1,1,1,4,1,1,1,3,2,0,0,4,2,5,3,3,4,0,,,3
SBT005_1516,1,0,2,1,4,4,3,0,0.6557362064,0,4,0,0,,1,,2,,0,,4,,,,,,,,,
SBT005_1517,2,1,3,1,2,2,5,1,0.6801943153,1,1,1,3,1,0,0,2,2,0,0,1,2,5,5,5,3,97,,,5
SBT005_1518,1,0,1,1,3,2,2,0,0.6557362064,1,1,0,0,0,0,0,1,1,0,0,3,3,,,,,0,,,1
SBT005_1519,1,0,3,0,3,1,2,0,1.1657532558,1,1,1,2,1,0,1,3,5,0,0,2,1,3,3,2,3,0,,,4
SBT005_1520,2,0,3,1,3,4,5,0,0.6801943153,1,2,1,1,1,1,1,4,5,1,1,5,3,5,5,5,3,97,4,5,2
SBT005_1521,3,0,1,0,2,3,1,1,1.6623641428,1,2,1,2,0,0,1,2,3,0,0,4,4,,,,,0,,,2
SBT005_1522,4,0,3,0,4,1,5,0,1.9875626711,1,1,1,2,1,0,1,3,4,0,0,3,1,5,4,4,3,0,,,5
SBT005_1523,4,0,3,1,3,1,1,1,1.0474992456,0,4,0,0,,0,,1,,0,,2,,,,,,,,,
SBT005_1524,1,0,1,1,5,3,4,0,0.6557362064,1,4,0,0,0,1,0,2,2,97,0,4,3,,,,,0,,,5
SBT005_1525,2,1,3,0,5,3,6,0,1.2188097233,1,3,1,3,1,0,0,4,5,0,97,4,4,5,4,4,2,1,,,5
SBT005_1526,2,1,2,1,5,5,5,0,0.6801943153,1,1,0,0,0,0,1,3,4,0,0,5,3,,,,,1,,,4
SBT005_1527,2,1,1,1,2,3,0,0,0.6801943153,1,2,0,0,1,1,1,3,2,1,1,4,3,4,4,4,3,0,3,5,4
SBT005_1528,4,0,3,0,3,1,6,0,1.9875626711,1,2,0,0,0,0,0,4,4,0,0,3,2,,,,,0,,,5
SBT005_1529,3,0,1,1,4,5,97,1,0.9404938575,1,3,1,2,1,0,1,3,3,0,1,4,4,4,4,4,1,0,3,5,3
SBT005_1530,1,1,2,1,3,5,2,1,0.6557362064,0,4,1,2,,1,,3,,0,,5,,,,,,,,,
SBT005_1531,4,0,3,1,4,2,2,0,1.0474992456,1,1,1,2,1,0,1,3,98,0,0,1,3,4,5,5,3,1,,,5
SBT005_1532,2,1,1,1,4,5,3,0,0.6801943153,0,4,1,1,,1,,4,,0,,5,,,,,,,,,
SBT005_1533,3,0,1,1,5,2,5,1,0.9404938575,1,2,0,0,0,1,1,5,5,1,1,1,1,,,,,1,5,5,5
SBT005_1534,3,1,3,0,5,4,2,1,1.6623641428,1,3,0,0,1,0,1,4,2,0,0,2,3,5,5,3,1,0,,,4
SBT005_1535,2,0,1,1,3,5,4,0,0.6801943153,1,1,1,3,0,0,0,5,5,0,0,5,5,,,,,0,,,4
SBT005_1536,3,0,3,0,2,4,4,0,1.6623641428,1,1,0,0,0,0,0,3,3,0,0,5,4,,,,,0,,,3
SBT005_1537,2,1,2,1,4,5,5,1,0.6801943153,0,4,1,3,,0,,3,,0,,5,,,,,,,,,
SBT005_1538,3,1,1,1,5,5,3,1,0.9404938575,0,4,1,2,,0,,4,,0,,3,,,,,,,,,
SBT005_1539,2,0,2,1,3,3,3,1,0.6801943153,1,1,1,2,1,0,0,4,4,0,0,3,3,3,4,4,97,0,,,2
SBT005_1540,1,0,1,0,3,2,3,0,1.1657532558,1,1,0,0,0,0,0,3,3,0,0,4,1,,,,,1,,,4
SBT005_1541,3,0,2,0,1,4,1,0,1.6623641428,1,2,0,0,0,97,0,2,97,0,0,4,4,,,,,0,,,3
SBT005_1542,2,0,1,0,99,4,1,1,1.2188097233,0,4,0,0,,1,,5,,0,,4,,,,,,,,,
SBT005_1543,1,1,3,1,5,2,5,1,0.6557362064,0,4,1,4,,0,,1,,0,,1,,,,,,,,,
SBT005_1544,4,0,3,0,1,4,2,1,1.9875626711,1,3,0,0,0,0,0,2,2,0,0,3,4,,,,,97,,,3
SBT005_1545,3,1,1,0,4,3,4,1,1.6623641428,1,2,1,2,1,1,1,5,5,0,0,3,3,3,2,3,98,0,,,3
SBT005_1546,1,0,1,1,5,1,3,0,0.6557362064,1,1,0,0,0,0,0,2,1,0,0,2,2,,,,,0,,,3
SBT005_1547,1,1,1,1,1,3,2,1,0.6557362064,1,3,1,2,0,0,1,3,3,0,0,3,4,,,,,0,,,2
SBT005_1548,2,1,2,0,4,5,4,0,1.2188097233,0,4,0,0,,0,,4,,0,,5,,,,,,,,,
SBT005_1549,1,1,1,1,2,2,3,0,0.6557362064,1,1,0,0,0,1,1,3,4,0,97,3,2,,,,,0,,,4
SBT005_1550,1,0,1,0,2,2,5,0,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,2,2,,,,,99,,,5
SBT005_1551,2,0,1,0,2,5,97,1,1.2188097233,0,4,1,3,,0,,2,,0,,3,,,,,,,,,
SBT005_1552,1,0,3,0,3,5,3,0,1.1657532558,1,1,1,2,1,1,1,5,5,1,1,5,4,4,5,5,3,1,3,4,4
SBT005_1553,3,0,1,1,3,2,5,1,0.9404938575,1,1,1,3,1,1,1,2,3,1,0,3,4,4,3,5,1,0,,,5
SBT005_1554,1,0,1,1,4,1,3,0,0.6557362064,1,4,0,0,0,1,1,2,2,0,0,1,1,,,,,0,,,4
SBT005_1555,1,1,1,0,4,5,2,1,1.1657532558,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_1556,2,1,1,0,3,4,5,0,1.2188097233,0,4,0,0,,1,,3,,0,,4,,,,,,,,,
SBT005_1557,3,0,3,1,98,5,4,1,0.9404938575,1,2,1,1,0,0,0,3,3,0,0,5,5,,,,,1,,,1
SBT005_1558,2,0,2,1,4,4,4,0,0.6801943153,0,4,1,2,,0,,4,,0,,5,,,,,,,,,
SBT005_1559,3,1,2,1,2,3,3,1,0.9404938575,1,2,0,0,0,0,0,3,3,0,0,2,3,,,,,0,,,3
SBT005_1560,3,0,1,0,5,1,5,1,1.6623641428,1,2,0,0,0,0,1,2,1,0,0,1,1,,,,,0,,,3
SBT005_1561,2,0,2,0,4,2,3,1,1.2188097233,1,1,1,3,1,1,1,5,5,1,1,4,1,5,5,5,1,1,2,97,4
SBT005_1562,3,0,3,0,4,1,4,0,1.6623641428,1,1,0,0,0,1,1,2,1,0,0,1,1,,,,,0,,,3
SBT005_1563,3,1,3,1,5,5,3,0,0.9404938575,1,1,1,4,1,1,1,99,5,98,0,4,3,3,5,3,1,0,,,3
SBT005_1564,1,0,3,0,3,3,1,1,1.1657532558,1,4,1,3,0,0,1,1,2,0,0,2,4,,,,,0,,,3
SBT005_1565,4,0,3,1,4,3,3,1,1.0474992456,1,1,1,3,0,0,1,4,5,0,0,5,2,,,,,0,,,3
SBT005_1566,1,0,1,1,3,2,5,0,0.6557362064,1,2,0,0,1,0,0,5,5,0,0,2,1,4,3,3,97,1,,,4
SBT005_1567,3,0,1,1,4,4,5,0,0.9404938575,1,3,0,0,1,0,1,4,5,0,0,4,5,4,4,5,2,0,,,4
SBT005_1568,2,1,1,0,1,3,3,1,1.2188097233,1,1,1,2,0,0,0,3,4,0,0,5,4,,,,,0,,,4
SBT005_1569,2,0,1,1,5,1,6,1,0.6801943153,1,1,1,3,1,1,1,5,5,1,1,2,2,5,5,5,1,1,5,5,4
SBT005_1570,2,0,2,1,4,5,3,1,0.6801943153,0,4,1,1,,0,,98,,0,,5,,,,,,,,,
SBT005_1571,1,0,3,1,3,1,1,0,0.6557362064,1,2,0,0,1,0,0,2,2,0,0,1,3,5,4,3,3,0,,,2
SBT005_1572,2,1,1,1,3,3,3,0,0.6801943153,0,4,0,0,,0,,1,,0,,3,,,,,,,,,
SBT005_1573,2,1,1,1,2,5,0,0,0.6801943153,0,4,0,0,,0,,1,,0,,5,,,,,,,,,
SBT005_1574,1,0,1,0,5,1,2,1,1.1657532558,1,2,1,3,1,0,1,5,5,0,0,1,2,3,3,2,1,1,,,5
SBT005_1575,3,0,2,0,4,2,5,1,1.6623641428,1,2,0,0,0,0,0,1,2,0,0,2,97,,,,,0,,,4
SBT005_1576,1,0,1,1,5,3,3,1,0.6557362064,1,2,1,2,0,0,1,3,3,0,0,2,3,,,,,1,,,3
SBT005_1577,2,1,1,0,1,5,4,0,1.2188097233,1,1,0,0,0,0,1,2,2,0,0,5,3,,,,,0,,,3
SBT005_1578,2,1,2,1,4,4,3,0,0.6801943153,1,2,1,3,0,0,0,4,5,0,0,5,4,,,,,0,,,2
SBT005_1579,1,1,2,0,3,3,2,1,1.1657532558,0,4,1,3,,0,,2,,0,,3,,,,,,,,,
SBT005_1580,1,0,2,0,2,3,4,1,1.1657532558,1,3,1,1,0,1,1,5,5,0,0,3,4,,,,,0,,,4
SBT005_1581,2,1,1,0,3,5,2,0,1.2188097233,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,3
SBT005_1582,2,0,1,0,4,4,0,1,1.2188097233,1,2,1,3,0,0,98,1,2,0,0,5,4,,,,,0,,,3
SBT005_1583,1,0,3,1,4,2,2,0,0.6557362064,1,4,0,0,1,1,1,2,2,0,1,3,2,4,4,5,98,0,4,5,2
SBT005_1584,1,1,1,1,3,2,4,0,0.6557362064,1,2,1,1,1,0,0,5,4,0,0,3,3,3,3,3,4,0,,,3
SBT005_1585,1,0,1,0,4,3,3,0,1.1657532558,0,4,1,1,,0,,2,,0,,5,,,,,,,,,
SBT005_1586,1,0,1,1,4,1,2,1,0.6557362064,1,2,1,2,0,0,1,4,97,99,0,1,2,,,,,1,,,5
SBT005_1587,3,0,1,1,3,2,4,0,0.9404938575,1,4,0,0,0,0,0,1,1,0,0,1,4,,,,,0,,,4
SBT005_1588,4,0,3,1,2,2,4,1,1.0474992456,1,2,0,0,0,0,0,1,2,0,0,3,2,,,,,0,,,3
SBT005_1589,4,0,3,0,3,3,5,0,1.9875626711,1,3,0,0,99,0,0,2,2,0,0,3,2,,,,,0,,,3
SBT005_1590,1,0,1,1,3,5,4,0,0.6557362064,1,1,0,0,1,0,1,2,3,0,0,5,5,5,5,5,97,0,,,3
SBT005_1591,3,0,1,1,1,3,1,0,0.9404938575,1,1,0,0,0,0,0,1,2,0,0,4,4,,,,,0,,,1
SBT005_1592,1,0,1,0,3,2,1,0,1.1657532558,1,1,0,0,0,0,0,2,2,0,0,4,3,,,,,0,,,3
SBT005_1593,2,1,2,1,3,2,3,0,0.6801943153,1,3,0,0,0,0,0,1,2,0,0,97,2,,,,,0,,,4
SBT005_1594,1,0,1,1,4,2,2,0,0.6557362064,1,1,0,0,0,0,0,97,3,0,0,3,5,,,,,0,,,4
SBT005_1595,2,1,1,1,3,4,3,1,0.6801943153,0,4,1,2,,0,,3,,0,,5,,,,,,,,,
SBT005_1596,2,1,1,1,5,5,4,1,0.6801943153,1,3,1,1,1,1,1,5,5,1,1,4,5,5,5,5,1,1,5,97,4
SBT005_1597,1,0,3,1,5,5,5,1,0.6557362064,0,4,1,3,,1,,5,,1,,4,,,,,,,,,
SBT005_1598,1,0,1,1,5,4,1,1,0.6557362064,0,4,0,0,,0,,2,,0,,4,,,,,,,,,
SBT005_1599,3,0,3,1,5,2,4,0,0.9404938575,1,4,0,0,0,0,0,3,3,0,0,2,1,,,,,1,,,4
SBT005_1600,2,0,1,1,4,3,3,0,0.6801943153,1,2,0,0,1,1,1,3,2,0,0,4,2,5,4,5,3,1,,,3
SBT005_1601,1,0,1,1,5,5,3,1,0.6557362064,1,2,1,1,0,0,1,4,4,0,97,4,4,,,,,0,,,2
SBT005_1602,1,0,1,1,2,1,3,0,0.6557362064,1,1,0,0,1,0,1,1,1,0,0,3,2,3,2,2,1,0,,,5
SBT005_1603,1,0,1,1,4,3,3,0,0.6557362064,1,1,1,2,1,1,1,4,4,0,0,3,2,5,2,4,2,1,,,4
SBT005_1604,2,1,1,0,3,3,3,0,1.2188097233,1,2,0,0,0,0,0,4,4,0,0,4,4,,,,,0,,,4
SBT005_1605,2,0,1,1,4,4,4,1,0.6801943153,1,4,1,2,0,0,0,4,3,97,0,5,3,,,,,0,,,4
SBT005_1606,2,0,2,1,2,5,1,0,0.6801943153,1,1,0,0,0,0,0,3,4,0,0,5,4,,,,,0,,,3
SBT005_1607,3,0,3,1,3,3,2,1,0.9404938575,1,1,1,3,1,0,1,4,5,0,0,3,2,5,4,3,2,0,,,4
SBT005_1608,3,1,3,0,1,4,1,1,1.6623641428,1,4,0,0,0,0,0,1,1,0,0,4,5,,,,,0,,,4
SBT005_1609,2,0,1,0,3,1,2,1,1.2188097233,1,2,0,0,0,97,0,2,1,0,0,3,1,,,,,99,,,5
SBT005_1610,2,1,2,0,1,5,1,1,1.2188097233,1,2,1,1,0,0,1,1,2,0,0,5,5,,,,,0,,,1
SBT005_1611,2,0,2,0,1,3,1,1,1.2188097233,1,1,1,1,0,0,1,1,1,0,0,4,2,,,,,0,,,4
SBT005_1612,3,0,2,0,5,3,4,0,1.6623641428,0,4,1,2,,0,,5,,0,,3,,,,,,,,,
SBT005_1613,2,0,1,1,3,2,2,0,0.6801943153,1,2,0,0,0,1,1,2,3,0,0,3,3,,,,,0,,,2
SBT005_1614,1,0,2,1,4,4,4,0,0.6557362064,1,4,1,2,97,0,0,3,4,0,0,5,5,,,,,0,,,4
SBT005_1615,1,1,1,1,3,4,4,1,0.6557362064,1,1,1,1,0,1,1,5,5,0,0,3,3,,,,,99,,,3
SBT005_1616,3,0,1,1,3,1,5,0,0.9404938575,0,4,0,0,,1,,4,,0,,1,,,,,,,,,
SBT005_1617,3,1,1,1,4,3,4,0,0.9404938575,0,4,0,0,,1,,2,,1,,3,,,,,,,,,
SBT005_1618,1,0,1,0,4,2,2,0,1.1657532558,1,1,1,2,1,0,1,97,4,0,0,2,3,4,5,5,2,1,,,4
SBT005_1619,2,1,1,1,5,5,4,0,0.6801943153,1,2,0,0,0,1,1,97,4,0,1,4,4,,,,,0,1,4,3
SBT005_1620,2,0,2,1,4,1,3,0,0.6801943153,1,1,0,0,97,0,0,3,4,0,0,3,2,,,,,0,,,2
SBT005_1621,1,0,1,0,5,3,5,0,1.1657532558,1,1,0,0,0,1,1,5,5,0,0,3,3,,,,,1,,,98
SBT005_1622,3,0,3,1,5,1,4,0,0.9404938575,1,1,0,0,0,0,0,2,1,0,0,1,1,,,,,0,,,3
SBT005_1623,2,1,1,1,5,5,3,0,0.6801943153,1,1,0,0,1,0,0,4,4,0,0,5,5,3,2,5,2,97,,,3
SBT005_1624,2,1,2,1,4,5,4,1,0.6801943153,0,4,1,3,,0,,97,,0,,5,,,,,,,,,
SBT005_1625,2,1,1,1,2,4,2,1,0.6801943153,0,4,0,0,,0,,2,,0,,4,,,,,,,,,
SBT005_1626,4,0,1,0,3,97,4,1,1.9875626711,0,4,0,0,,1,,3,,1,,3,,,,,,,,,
SBT005_1627,2,1,1,1,5,3,6,0,0.6801943153,1,2,1,3,1,1,1,5,5,0,1,2,1,5,5,5,1,1,3,5,5
SBT005_1628,2,1,1,1,5,3,2,1,0.6801943153,1,1,1,3,1,1,1,5,5,0,0,4,4,4,5,5,1,1,,,4
SBT005_1629,2,0,1,1,3,3,2,1,0.6801943153,1,2,1,2,1,0,0,1,1,0,0,4,4,4,3,4,1,0,,,3
SBT005_1630,2,0,1,0,1,99,0,1,1.2188097233,1,2,1,1,1,0,1,1,2,0,0,4,4,3,3,2,1,0,,,2
SBT005_1631,3,0,1,1,2,1,5,0,0.9404938575,1,4,1,1,0,0,0,2,3,0,0,1,2,,,,,1,,,3
SBT005_1632,2,1,1,0,2,3,0,0,1.2188097233,1,1,0,0,0,1,1,3,2,0,0,4,4,,,,,0,,,2
SBT005_1633,4,0,3,1,3,3,4,1,1.0474992456,1,1,1,2,1,0,1,1,1,0,0,4,3,4,4,4,4,0,,,4
SBT005_1634,2,0,1,0,4,1,5,0,1.2188097233,1,1,0,0,0,0,0,4,5,0,0,1,1,,,,,1,,,5
SBT005_1635,2,1,1,0,1,5,1,1,1.2188097233,0,4,0,0,,0,,4,,0,,5,,,,,,,,,
SBT005_1636,1,0,1,1,2,3,0,0,0.6557362064,1,1,0,0,0,0,0,1,3,0,0,2,98,,,,,0,,,3
SBT005_1637,1,0,1,0,1,2,0,1,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,3,2,,,,,0,,,4
SBT005_1638,2,0,1,1,3,4,0,0,0.6801943153,1,3,1,2,0,0,0,2,3,0,0,4,4,,,,,0,,,4
SBT005_1639,4,0,3,0,2,3,3,1,1.9875626711,1,2,1,2,0,0,0,4,4,0,0,3,3,,,,,1,,,4
SBT005_1640,2,1,2,1,5,4,2,1,0.6801943153,1,1,0,0,0,0,0,2,2,0,0,5,5,,,,,0,,,3
SBT005_1641,3,0,3,0,3,2,5,0,1.6623641428,1,2,0,0,0,0,0,2,1,0,0,3,1,,,,,0,,,4
SBT005_1642,3,0,1,1,4,1,6,1,0.9404938575,0,4,1,4,,0,,5,,0,,1,,,,,,,,,
SBT005_1643,4,0,3,0,3,2,5,0,1.9875626711,1,4,0,0,0,0,0,3,3,0,0,1,1,,,,,0,,,4
SBT005_1644,3,0,3,1,3,2,3,1,0.9404938575,1,2,1,2,1,1,1,5,5,0,0,3,2,3,2,3,4,1,,,2
SBT005_1645,3,1,1,1,5,4,1,1,0.9404938575,1,1,1,1,0,0,1,3,3,0,0,2,4,,,,,0,,,3
SBT005_1646,1,0,1,1,97,3,4,0,0.6557362064,1,1,1,2,1,1,1,5,5,0,0,2,2,5,4,4,1,1,,,5
SBT005_1647,2,1,1,1,3,1,3,1,0.6801943153,1,4,1,1,0,1,1,1,1,0,0,1,1,,,,,0,,,4
SBT005_1648,2,0,1,1,5,5,3,0,0.6801943153,1,1,1,2,1,0,1,1,3,0,0,4,4,5,5,3,2,0,,,4
SBT005_1649,1,0,3,1,4,5,3,1,0.6557362064,1,2,1,4,1,1,1,4,5,0,0,4,97,3,4,5,2,0,,,4
SBT005_1650,2,1,1,1,4,4,4,1,0.6801943153,1,2,1,1,1,0,1,3,97,0,1,3,4,4,3,4,1,0,98,3,2
SBT005_1651,2,0,1,1,3,2,4,1,0.6801943153,1,2,0,0,0,1,1,2,2,1,1,2,4,,,,,1,3,5,4
SBT005_1652,2,1,1,1,5,4,4,0,0.6801943153,1,2,1,4,1,1,1,5,5,1,1,4,2,5,5,5,1,1,4,5,5
SBT005_1653,2,1,2,0,97,4,2,0,1.2188097233,1,3,0,0,0,0,0,2,3,0,0,4,2,,,,,0,,,3
SBT005_1654,2,1,3,1,99,3,6,0,0.6801943153,0,4,0,0,,0,,2,,0,,3,,,,,,,,,
SBT005_1655,2,1,2,1,3,3,2,0,0.6801943153,1,3,0,0,0,0,0,3,5,0,0,3,3,,,,,0,,,5
SBT005_1656,3,0,3,1,5,4,6,0,0.9404938575,1,1,1,4,1,97,1,5,5,0,0,5,3,5,5,5,1,1,,,3
SBT005_1657,2,1,1,0,3,3,1,0,1.2188097233,0,4,1,2,,0,,4,,0,,4,,,,,,,,,
SBT005_1658,1,0,1,1,4,3,97,1,0.6557362064,1,2,1,1,0,0,0,3,5,0,0,3,4,,,,,0,,,5
SBT005_1659,1,0,2,1,5,5,6,1,0.6557362064,1,2,1,4,1,0,97,5,5,0,0,5,3,5,5,5,1,1,,,5
SBT005_1660,2,0,1,1,4,3,4,1,0.6801943153,1,2,1,3,0,0,1,2,3,0,0,4,4,,,,,0,,,98
SBT005_1661,3,0,1,1,3,2,5,1,0.9404938575,1,2,1,4,0,1,1,3,4,0,0,3,2,,,,,1,,,4
SBT005_1662,2,0,1,0,2,4,2,0,1.2188097233,1,4,0,0,0,0,0,2,3,0,0,3,97,,,,,0,,,2
SBT005_1663,3,0,1,1,5,2,4,0,0.9404938575,0,4,1,2,,0,,5,,0,,2,,,,,,,,,
SBT005_1664,1,0,2,1,5,3,4,0,0.6557362064,1,1,1,2,1,0,1,1,2,0,0,5,3,4,4,4,2,0,,,3
SBT005_1665,2,1,1,1,5,3,4,0,0.6801943153,1,1,1,3,1,1,1,4,3,1,1,3,2,5,5,5,1,1,2,5,5
SBT005_1666,1,0,1,0,3,4,5,1,1.1657532558,1,2,1,1,0,0,1,3,3,0,0,4,99,,,,,0,,,3
SBT005_1667,1,0,3,1,4,1,4,1,0.6557362064,1,1,1,3,0,1,1,3,2,0,0,1,1,,,,,0,,,97
SBT005_1668,2,0,1,0,97,4,2,1,1.2188097233,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_1669,1,1,1,0,1,4,3,0,1.1657532558,1,3,0,0,0,0,98,3,2,0,0,3,4,,,,,0,,,3
SBT005_1670,3,0,2,0,3,97,3,0,1.6623641428,1,2,0,0,0,0,0,97,1,99,0,4,3,,,,,0,,,2
SBT005_1671,1,0,1,1,5,4,5,0,0.6557362064,1,1,0,0,1,1,1,97,5,1,1,4,4,5,4,3,1,0,5,2,3
