respondent_id,age_band,household_children,budget_band,meal_planning_role,weekday_time_pressure_5,current_planning_method,digital_confidence_5,plan_ahead_days_7,subscription_spend_band,household_size_band,design_stratum,wt_design,assigned_price_arm,assigned_price_gbp,postprice_responded,intent_5,value_5,fit_5,affordability_5,ease_5,trust_5,differentiation_5,certainty_5,primary_use_goal,anticipated_use_days_7,reason_not_commit,time_pressed_family
SBT006_1572,2,0,1,2,98,5,4,4,2,2,4,1.49634981333414,1,4,1,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,,0
SBT006_1573,4,0,2,1,5,2,5,1,2,2,5,1.24695817777845,3,10,1,2.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,,3.0,0
SBT006_1574,2,1,2,1,5,1,1,2,1,3,2,0.816190807273167,3,10,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,6.0,,1
SBT006_1575,2,1,1,1,3,1,3,3,3,4,1,0.725502939798371,2,7,1,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,,0
SBT006_1576,1,1,2,2,5,5,3,3,1,4,2,0.816190807273167,1,4,1,4.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,,1
SBT006_1577,1,1,3,2,5,2,4,4,1,4,3,0.74817490666707,2,7,1,3.0,5.0,97.0,4.0,98.0,1.0,4.0,4.0,3.0,4.0,5.0,1
SBT006_1578,1,1,1,2,5,1,5,3,3,3,1,0.725502939798371,2,7,1,1.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,,5.0,1
SBT006_1579,3,1,1,1,5,1,5,3,1,4,1,0.725502939798371,3,10,1,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,,1
SBT006_1580,3,0,1,1,4,2,5,2,3,2,4,1.49634981333414,2,7,1,4.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,5.0,,0
SBT006_1581,2,1,3,1,5,1,4,3,2,3,3,0.74817490666707,4,13,1,2.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,,4.0,1
SBT006_1582,1,1,1,1,5,1,5,4,3,4,1,0.725502939798371,3,10,1,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,1
SBT006_1583,2,1,3,1,97,3,3,3,2,4,3,0.74817490666707,3,10,1,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,,97
SBT006_1584,2,0,3,1,3,2,3,1,2,2,6,0.99756654222276,1,4,1,5.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,,0
SBT006_1585,3,0,2,2,2,4,5,5,98,1,5,1.24695817777845,2,7,1,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,,0
SBT006_1586,1,1,2,2,4,3,4,3,2,4,2,0.816190807273167,4,13,1,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,,1.0,1
SBT006_1587,2,1,1,1,5,3,4,4,1,4,1,0.725502939798371,4,13,1,97.0,3.0,4.0,2.0,3.0,5.0,4.0,,2.0,,,1
SBT006_1588,2,1,2,1,5,1,5,6,2,4,2,0.816190807273167,3,10,1,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,,1
SBT006_1589,1,1,3,2,4,1,5,5,3,4,3,0.74817490666707,3,10,0,,,,,,,,,,,,1
SBT006_1590,4,1,1,2,4,2,3,1,1,3,1,0.725502939798371,2,7,1,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,,1
SBT006_1591,1,0,3,1,3,3,5,4,2,1,6,0.99756654222276,1,4,1,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,0
SBT006_1592,2,1,2,1,4,1,3,3,98,4,2,0.816190807273167,4,13,1,1.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,1.0,,1.0,1
SBT006_1593,1,1,1,1,4,3,3,4,1,4,1,0.725502939798371,4,13,1,97.0,2.0,97.0,2.0,4.0,5.0,2.0,,4.0,,,1
SBT006_1594,3,0,3,2,3,4,3,6,3,2,6,0.99756654222276,1,4,1,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0,,0
SBT006_1595,2,1,3,1,4,4,5,5,2,4,3,0.74817490666707,1,4,1,3.0,4.0,5.0,5.0,97.0,4.0,97.0,5.0,1.0,7.0,3.0,1
SBT006_1596,3,1,1,2,5,2,2,3,1,3,1,0.725502939798371,1,4,1,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,,1
SBT006_1597,1,1,2,1,5,1,3,3,2,4,2,0.816190807273167,1,4,1,5.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,,1
SBT006_1598,2,1,1,2,3,1,4,3,1,4,1,0.725502939798371,4,13,1,1.0,97.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,,1.0,0
SBT006_1599,2,1,1,1,5,1,3,2,1,4,1,0.725502939798371,3,10,1,2.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,,5.0,1
SBT006_1600,2,0,2,1,2,1,3,1,98,1,5,1.24695817777845,4,13,1,2.0,2.0,1.0,4.0,5.0,98.0,4.0,5.0,0.0,,4.0,0
SBT006_1601,1,0,2,2,4,3,4,4,0,2,5,1.24695817777845,4,13,1,1.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,,1.0,0
SBT006_1602,1,1,1,2,5,2,4,3,1,4,1,0.725502939798371,4,13,1,4.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,,1
SBT006_1603,1,0,2,1,2,1,4,3,3,1,5,1.24695817777845,2,7,1,1.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,,4.0,0
SBT006_1604,2,0,2,2,4,2,3,4,2,1,5,1.24695817777845,3,10,1,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,0
SBT006_1605,1,1,1,1,5,3,5,4,1,4,1,0.725502939798371,4,13,1,1.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,97.0,,6.0,1
SBT006_1606,1,1,2,1,5,1,4,3,1,4,2,0.816190807273167,4,13,1,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,,98.0,1
SBT006_1607,1,1,3,1,1,4,5,3,3,4,3,0.74817490666707,2,7,1,1.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,1.0,,5.0,0
SBT006_1608,1,0,3,2,2,4,5,3,3,2,6,0.99756654222276,4,13,1,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,,5.0,0
SBT006_1609,3,0,2,2,3,1,2,2,0,2,5,1.24695817777845,3,10,1,3.0,3.0,97.0,4.0,4.0,5.0,2.0,5.0,2.0,3.0,1.0,0
SBT006_1610,4,0,2,1,4,2,3,3,1,1,5,1.24695817777845,1,4,1,5.0,97.0,3.0,97.0,4.0,3.0,3.0,5.0,4.0,5.0,,0
SBT006_1611,3,0,1,2,3,1,3,2,1,2,4,1.49634981333414,1,4,1,2.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,,1.0,0
SBT006_1612,2,1,2,1,2,5,1,5,0,3,2,0.816190807273167,2,7,1,3.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,97.0,1.0,0
SBT006_1613,1,1,2,1,4,4,4,6,3,4,2,0.816190807273167,2,7,1,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,6.0,,1
SBT006_1614,3,1,3,2,3,4,1,4,3,4,3,0.74817490666707,2,7,0,,,,,,,,,,,,0
SBT006_1615,1,0,1,1,5,1,4,5,1,1,4,1.49634981333414,3,10,1,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,,0
SBT006_1616,2,1,2,1,5,5,5,4,2,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,7.0,,1
SBT006_1617,4,0,1,1,4,2,98,2,1,1,4,1.49634981333414,3,10,1,1.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,,1.0,0
SBT006_1618,2,1,2,2,2,2,3,4,0,4,2,0.816190807273167,3,10,1,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,,4.0,0
SBT006_1619,2,0,3,1,5,1,2,1,2,1,6,0.99756654222276,3,10,1,1.0,3.0,3.0,4.0,97.0,2.0,3.0,3.0,4.0,,1.0,0
SBT006_1620,1,1,2,2,1,1,97,4,3,4,2,0.816190807273167,3,10,1,3.0,5.0,4.0,5.0,3.0,99.0,3.0,3.0,0.0,3.0,1.0,0
SBT006_1621,4,0,1,1,5,2,5,2,1,2,4,1.49634981333414,3,10,1,1.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,,1.0,0
SBT006_1622,1,0,2,2,1,1,4,3,2,1,5,1.24695817777845,1,4,1,3.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,0
SBT006_1623,2,1,2,1,5,2,3,1,0,3,2,0.816190807273167,4,13,1,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,,1.0,1
SBT006_1624,4,0,3,1,4,4,3,6,2,1,6,0.99756654222276,4,13,1,99.0,4.0,4.0,3.0,2.0,4.0,5.0,,1.0,,,0
SBT006_1625,3,0,3,1,5,2,5,2,1,2,6,0.99756654222276,3,10,1,1.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,,2.0,0
SBT006_1626,1,1,2,1,5,4,4,1,3,3,2,0.816190807273167,2,7,1,5.0,5.0,5.0,5.0,97.0,4.0,3.0,5.0,1.0,6.0,,1
SBT006_1627,1,0,1,1,3,1,5,4,2,2,4,1.49634981333414,4,13,1,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,,3.0,0
SBT006_1628,2,1,2,2,4,3,4,3,2,4,2,0.816190807273167,2,7,1,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,,1
SBT006_1629,2,0,1,1,3,2,4,2,1,2,4,1.49634981333414,1,4,1,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,,0
SBT006_1630,2,0,2,1,2,5,4,3,1,2,5,1.24695817777845,2,7,1,4.0,5.0,4.0,4.0,97.0,4.0,5.0,5.0,1.0,3.0,,0
SBT006_1631,4,0,3,2,3,2,3,5,1,1,6,0.99756654222276,1,4,1,97.0,1.0,3.0,4.0,5.0,3.0,4.0,,2.0,,,0
SBT006_1632,2,1,3,1,5,1,5,4,1,3,3,0.74817490666707,1,4,1,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,1
SBT006_1633,1,1,2,2,2,1,5,97,2,4,2,0.816190807273167,3,10,1,99.0,2.0,2.0,2.0,3.0,97.0,4.0,,1.0,,,0
SBT006_1634,2,1,2,1,3,1,4,4,1,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,,0
SBT006_1635,2,1,2,2,5,2,4,2,1,3,2,0.816190807273167,1,4,1,5.0,5.0,3.0,5.0,5.0,4.0,1.0,5.0,98.0,4.0,,1
SBT006_1636,2,1,2,1,5,1,4,1,2,4,2,0.816190807273167,4,13,1,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,6.0,,1
SBT006_1637,1,0,3,2,2,2,3,4,2,2,6,0.99756654222276,2,7,1,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,4.0,,0
SBT006_1638,3,0,1,1,5,1,4,2,1,2,4,1.49634981333414,3,10,1,3.0,3.0,1.0,3.0,3.0,97.0,4.0,5.0,3.0,3.0,2.0,0
SBT006_1639,2,1,3,1,5,4,5,4,3,3,3,0.74817490666707,1,4,1,5.0,4.0,97.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,,1
SBT006_1640,3,0,2,1,5,1,4,1,2,2,5,1.24695817777845,2,7,1,2.0,2.0,3.0,4.0,5.0,97.0,4.0,5.0,2.0,,1.0,0
SBT006_1641,3,0,2,1,2,1,2,1,3,2,5,1.24695817777845,3,10,1,4.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,97.0,,0
SBT006_1642,1,0,2,1,3,2,3,2,1,2,5,1.24695817777845,3,10,1,1.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,,1.0,0
SBT006_1643,2,0,2,2,5,1,5,1,2,1,5,1.24695817777845,3,10,1,2.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,,1.0,0
SBT006_1644,2,1,2,2,3,2,3,6,2,4,2,0.816190807273167,3,10,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,,1.0,0
SBT006_1645,1,0,3,2,5,1,4,4,1,2,6,0.99756654222276,4,13,1,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,0.0,,1.0,0
SBT006_1646,1,1,2,1,5,3,2,2,2,3,2,0.816190807273167,4,13,1,1.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,,3.0,1
SBT006_1647,2,1,3,1,2,4,4,6,2,3,3,0.74817490666707,3,10,1,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,,0
SBT006_1648,1,0,2,1,1,1,5,6,1,1,5,1.24695817777845,3,10,1,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,,0
SBT006_1649,1,1,1,2,5,1,3,3,0,4,1,0.725502939798371,4,13,1,1.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,,6.0,1
SBT006_1650,1,1,1,1,4,3,5,6,1,4,1,0.725502939798371,4,13,1,1.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,4.0,,4.0,1
SBT006_1651,3,1,3,1,5,4,5,5,3,3,3,0.74817490666707,3,10,1,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,,1
SBT006_1652,2,0,2,2,3,5,3,2,0,1,5,1.24695817777845,1,4,1,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,,0
SBT006_1653,2,0,3,1,1,2,3,7,2,2,6,0.99756654222276,1,4,1,3.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,6.0,0
SBT006_1654,2,0,2,1,3,2,5,3,0,2,5,1.24695817777845,2,7,1,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,,5.0,0
SBT006_1655,2,1,2,2,5,1,3,2,1,4,2,0.816190807273167,4,13,1,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,,1
SBT006_1656,4,0,1,1,3,2,3,3,1,2,4,1.49634981333414,1,4,1,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,0.0,4.0,,0
SBT006_1657,1,0,3,1,3,5,3,5,3,1,6,0.99756654222276,2,7,1,4.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,3.0,,0
SBT006_1658,1,0,2,1,5,1,3,4,1,2,5,1.24695817777845,1,4,1,5.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,0.0,6.0,,0
SBT006_1659,3,0,1,2,2,1,3,5,1,1,4,1.49634981333414,1,4,1,2.0,97.0,2.0,5.0,3.0,3.0,4.0,5.0,99.0,,4.0,0
SBT006_1660,2,1,1,1,5,1,3,4,3,4,1,0.725502939798371,3,10,1,2.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,,3.0,1
SBT006_1661,3,1,1,1,5,1,4,2,2,4,1,0.725502939798371,2,7,1,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,,1
SBT006_1662,2,1,1,1,3,1,5,3,1,4,1,0.725502939798371,2,7,1,4.0,97.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,,0
SBT006_1663,2,1,1,1,5,2,4,2,1,3,1,0.725502939798371,1,4,1,5.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,,1
SBT006_1664,1,0,2,1,97,2,3,2,1,2,5,1.24695817777845,1,4,1,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,,0
SBT006_1665,2,1,2,1,97,2,3,3,1,3,2,0.816190807273167,1,4,1,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,97
SBT006_1666,2,1,3,1,5,4,5,3,3,4,3,0.74817490666707,4,13,1,97.0,5.0,5.0,3.0,97.0,4.0,4.0,,2.0,,,1
SBT006_1667,2,1,2,1,4,2,4,3,0,4,2,0.816190807273167,4,13,1,1.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,,2.0,1
SBT006_1668,1,1,3,1,3,1,4,4,2,3,3,0.74817490666707,1,4,1,2.0,2.0,2.0,5.0,3.0,5.0,1.0,4.0,4.0,,3.0,0
SBT006_1669,2,1,2,1,4,3,3,3,2,4,2,0.816190807273167,2,7,0,,,,,,,,,,,,1
SBT006_1670,1,0,2,2,4,5,5,3,1,2,5,1.24695817777845,1,4,1,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,0
SBT006_1671,4,0,1,2,4,1,3,0,97,1,4,1.49634981333414,3,10,1,4.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,,0
SBT006_1672,1,1,1,1,2,4,3,4,1,3,1,0.725502939798371,3,10,1,1.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,,1.0,0
SBT006_1673,2,1,3,1,5,1,3,2,2,4,3,0.74817490666707,3,10,1,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,,1
SBT006_1674,4,0,2,1,3,1,1,6,0,1,5,1.24695817777845,3,10,1,97.0,99.0,3.0,3.0,4.0,1.0,3.0,,3.0,,,0
SBT006_1675,2,1,2,1,5,3,1,4,2,3,2,0.816190807273167,3,10,1,97.0,4.0,4.0,3.0,3.0,1.0,2.0,,3.0,,,1
SBT006_1676,2,1,1,1,5,2,5,1,1,3,1,0.725502939798371,3,10,1,4.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,0.0,6.0,,1
SBT006_1677,3,1,2,2,4,5,4,97,1,4,2,0.816190807273167,1,4,1,3.0,4.0,4.0,97.0,97.0,2.0,3.0,5.0,1.0,6.0,1.0,1
SBT006_1678,2,1,1,2,5,5,5,2,3,4,1,0.725502939798371,1,4,0,,,,,,,,,,,,1
SBT006_1679,2,0,2,1,3,3,4,3,0,2,5,1.24695817777845,2,7,1,5.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,4.0,,0
SBT006_1680,3,0,3,1,3,4,4,5,3,2,6,0.99756654222276,4,13,1,1.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,,1.0,0
SBT006_1681,2,1,2,1,5,1,4,3,98,3,2,0.816190807273167,4,13,1,3.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,1
SBT006_1682,2,1,1,1,5,1,5,4,2,3,1,0.725502939798371,1,4,1,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,98.0,97.0,2.0,1
SBT006_1683,2,1,2,1,4,3,5,2,3,4,2,0.816190807273167,2,7,1,3.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,1
SBT006_1684,2,1,2,1,5,1,3,1,3,4,2,0.816190807273167,1,4,1,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,,1
SBT006_1685,3,0,2,1,4,3,2,1,1,2,5,1.24695817777845,2,7,1,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,0.0,7.0,,0
SBT006_1686,2,0,3,1,4,4,3,1,3,1,6,0.99756654222276,2,7,0,,,,,,,,,,,,0
SBT006_1687,2,0,1,2,3,3,4,4,1,2,4,1.49634981333414,4,13,1,1.0,3.0,3.0,2.0,5.0,3.0,1.0,5.0,1.0,,2.0,0
SBT006_1688,1,1,2,2,5,1,4,6,2,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,3.0,5.0,3.0,97.0,3.0,5.0,,1
SBT006_1689,2,1,1,1,5,1,2,2,2,4,1,0.725502939798371,2,7,1,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,98.0,,1
SBT006_1690,2,0,3,2,3,4,98,4,3,2,6,0.99756654222276,4,13,1,97.0,4.0,5.0,4.0,4.0,2.0,1.0,,2.0,,,0
SBT006_1691,3,0,2,2,3,3,4,3,98,2,5,1.24695817777845,3,10,1,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,,0
SBT006_1692,1,0,2,1,3,1,5,4,2,2,5,1.24695817777845,2,7,1,1.0,2.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,,5.0,0
SBT006_1693,2,0,2,1,5,2,3,3,1,2,5,1.24695817777845,1,4,1,1.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,0.0,,1.0,0
SBT006_1694,3,0,2,1,1,2,4,4,3,2,5,1.24695817777845,1,4,1,2.0,97.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,,5.0,0
SBT006_1695,1,0,1,1,3,3,5,3,1,1,4,1.49634981333414,1,4,1,5.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,1.0,,0
SBT006_1696,2,1,1,1,5,2,2,4,2,4,1,0.725502939798371,1,4,1,5.0,97.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,6.0,,1
SBT006_1697,2,0,1,2,5,1,5,2,3,2,4,1.49634981333414,3,10,1,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,,0
SBT006_1698,2,1,2,2,3,1,4,5,1,3,2,0.816190807273167,3,10,1,3.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,99.0,1.0,0
SBT006_1699,4,0,2,2,4,2,3,3,1,2,5,1.24695817777845,3,10,1,3.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,0
SBT006_1700,4,0,1,1,4,2,5,4,1,2,4,1.49634981333414,4,13,1,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,,3.0,0
SBT006_1701,3,0,2,1,1,1,5,6,1,2,5,1.24695817777845,3,10,1,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,,0
SBT006_1702,3,0,2,2,5,1,3,2,2,1,5,1.24695817777845,3,10,1,1.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,,6.0,0
SBT006_1703,2,0,3,1,3,1,5,3,3,2,6,0.99756654222276,2,7,1,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,,0
SBT006_1704,2,1,2,1,3,2,4,5,2,3,2,0.816190807273167,4,13,1,1.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,,2.0,0
SBT006_1705,2,1,1,2,5,1,5,4,98,3,1,0.725502939798371,2,7,1,97.0,5.0,5.0,4.0,4.0,5.0,3.0,,1.0,,,1
SBT006_1706,4,0,2,1,2,2,3,3,1,2,5,1.24695817777845,1,4,1,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,,2.0,0
SBT006_1707,3,0,2,1,1,2,5,3,1,2,5,1.24695817777845,1,4,1,1.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,,5.0,0
SBT006_1708,1,1,2,1,4,4,5,6,2,4,2,0.816190807273167,2,7,1,4.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,,1
SBT006_1709,2,0,2,1,4,2,2,3,3,2,5,1.24695817777845,2,7,1,2.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,,6.0,0
SBT006_1710,1,1,1,2,5,3,5,6,0,4,1,0.725502939798371,3,10,1,2.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,,1.0,1
SBT006_1711,2,1,2,2,2,2,3,4,0,4,2,0.816190807273167,2,7,1,1.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,,3.0,0
SBT006_1712,4,0,2,2,4,1,3,2,2,1,5,1.24695817777845,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,,0
SBT006_1713,2,0,2,1,4,5,1,6,2,2,5,1.24695817777845,3,10,1,2.0,5.0,97.0,3.0,3.0,3.0,2.0,5.0,2.0,,2.0,0
SBT006_1714,2,1,3,1,5,1,2,2,1,4,3,0.74817490666707,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,99.0,5.0,1.0,4.0,,1
SBT006_1715,2,1,1,1,5,2,3,4,1,3,1,0.725502939798371,3,10,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,1
SBT006_1716,2,1,1,2,3,2,4,2,1,4,1,0.725502939798371,4,13,1,97.0,3.0,2.0,2.0,5.0,97.0,2.0,,4.0,,,0
SBT006_1717,4,0,2,1,1,5,1,3,0,2,5,1.24695817777845,3,10,1,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,,4.0,0
SBT006_1718,4,0,3,1,5,4,5,4,3,2,6,0.99756654222276,4,13,1,97.0,5.0,5.0,97.0,4.0,2.0,97.0,,4.0,,,0
SBT006_1719,2,1,2,1,2,1,4,6,1,3,2,0.816190807273167,3,10,1,2.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,1.0,,2.0,0
SBT006_1720,3,1,1,1,5,1,5,2,2,4,1,0.725502939798371,4,13,1,1.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,,1.0,1
SBT006_1721,1,1,2,2,3,1,5,1,2,3,2,0.816190807273167,4,13,1,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,,0
SBT006_1722,1,1,2,1,5,1,5,4,1,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,,1
SBT006_1723,1,1,1,2,5,2,2,7,0,3,1,0.725502939798371,1,4,1,97.0,5.0,4.0,4.0,3.0,3.0,5.0,,2.0,,,1
SBT006_1724,1,1,1,2,5,1,3,4,0,3,1,0.725502939798371,2,7,1,5.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,6.0,,1
SBT006_1725,2,1,2,1,5,1,4,3,2,3,2,0.816190807273167,2,7,1,2.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,,1.0,1
SBT006_1726,2,0,2,2,5,3,4,5,1,2,5,1.24695817777845,2,7,0,,,,,,,,,,,,0
SBT006_1727,2,0,2,2,2,3,2,4,2,2,5,1.24695817777845,4,13,1,1.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,,1.0,0
SBT006_1728,2,0,2,1,4,1,2,3,2,1,5,1.24695817777845,3,10,1,1.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,0.0,,1.0,0
SBT006_1729,3,1,3,2,5,2,3,3,1,3,3,0.74817490666707,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,,1
SBT006_1730,1,0,2,1,5,1,3,5,2,1,5,1.24695817777845,4,13,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,,1.0,0
SBT006_1731,4,0,2,2,5,1,3,2,3,2,5,1.24695817777845,2,7,1,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,6.0,,0
